system,revPBE38/def2-QZVP/ORCA
S66x8/04-A,-76.4248753692
S66x8/04-B,-248.5074156885
S66x8/04-090,-324.9410606368
S66x8/04-095,-324.9418594794
S66x8/04-100,-324.9420617136
S66x8/04-105,-324.9418971897
S66x8/04-110,-324.941516235
S66x8/04-125,-324.9398764942
S66x8/04-150,-324.9373254875
S66x8/04-200,-324.9341789756
S66x8/05-A,-115.7173303727
S66x8/05-B,-115.7173620458
S66x8/05-090,-231.4403623682
S66x8/05-095,-231.4411994455
S66x8/05-100,-231.4414972015
S66x8/05-105,-231.4414632477
S66x8/05-110,-231.4412271379
S66x8/05-125,-231.4400520356
S66x8/05-150,-231.4381911063
S66x8/05-200,-231.4362037221
S66x8/06-A,-115.7170557436
S66x8/06-B,-95.856806559
S66x8/06-090,-211.5818906681
S66x8/06-095,-211.5828805672
S66x8/06-100,-211.5831876171
S66x8/06-105,-211.5830821419
S66x8/06-110,-211.5827296127
S66x8/06-125,-211.5810449305
S66x8/06-150,-211.5784083217
S66x8/06-200,-211.5757299413
S66x8/07-A,-115.7171277051
S66x8/07-B,-248.5073185228
S66x8/07-090,-364.232869334
S66x8/07-095,-364.2338456663
S66x8/07-100,-364.2341723305
S66x8/07-105,-364.2340906653
S66x8/07-110,-364.2337626153
S66x8/07-125,-364.2321907041
S66x8/07-150,-364.2293042051
S66x8/07-200,-364.2260848193
S66x8/08-A,-115.7173649982
S66x8/08-B,-76.4248211795
S66x8/08-090,-192.1478830116
S66x8/08-095,-192.1485569118
S66x8/08-100,-192.148759209
S66x8/08-105,-192.1486734222
S66x8/08-110,-192.1484125574
S66x8/08-125,-192.1472483
S66x8/08-150,-192.1454963154
S66x8/08-200,-192.1436432441
S66x8/09-A,-95.8568677813
S66x8/09-B,-115.717399808
S66x8/09-090,-211.57548871
S66x8/09-095,-211.5762930511
S66x8/09-100,-211.5766930414
S66x8/09-105,-211.5768351616
S66x8/09-110,-211.5768328428
S66x8/09-125,-211.5764461435
S66x8/09-150,-211.575673173
S66x8/09-200,-211.5748617946
S66x8/10-A,-95.8568676003
S66x8/10-B,-95.8568078827
S66x8/10-090,-191.7150682361
S66x8/10-095,-191.7161686116
S66x8/10-100,-191.7167398293
S66x8/10-105,-191.7169760099
S66x8/10-110,-191.7169891101
S66x8/10-125,-191.7164832069
S66x8/10-150,-191.7152282898
S66x8/10-200,-191.7141928618
S66x8/11-A,-95.8565822156
S66x8/11-B,-248.5074802635
S66x8/11-090,-344.3659392476
S66x8/11-095,-344.3671919796
S66x8/11-100,-344.3678636806
S66x8/11-105,-344.3681770131
S66x8/11-110,-344.3682620939
S66x8/11-125,-344.3674191097
S66x8/11-150,-344.3659392544
S66x8/11-200,-344.3648923019
S66x8/12-A,-95.856773988
S66x8/12-B,-76.4241524035
S66x8/12-090,-172.289803723
S66x8/12-095,-172.2906273536
S66x8/12-100,-172.2908180008
S66x8/12-105,-172.2906138927
S66x8/12-110,-172.2901779681
S66x8/12-125,-172.2883925996
S66x8/12-150,-172.2857721616
S66x8/12-200,-172.2831625106
S66x8/13-A,-248.5073857181
S66x8/13-B,-115.71739745
S66x8/13-090,-364.2290692237
S66x8/13-095,-364.2301659362
S66x8/13-100,-364.230707943
S66x8/13-105,-364.2308921127
S66x8/13-110,-364.2308448286
S66x8/13-125,-364.2300739874
S66x8/13-150,-364.2285216171
S66x8/13-200,-364.2266276719
S66x8/14-A,-248.507140432
S66x8/14-B,-95.8567463912
S66x8/14-090,-344.3699671092
S66x8/14-095,-344.3711563699
S66x8/14-100,-344.3717023617
S66x8/14-105,-344.3718287337
S66x8/14-110,-344.3716861486
S66x8/14-125,-344.3705300218
S66x8/14-150,-344.3684170218
S66x8/14-200,-344.3660158302
S66x8/15-A,-248.5072972667
S66x8/15-B,-248.5074632823
S66x8/15-090,-497.0213797155
S66x8/15-095,-497.0226178933
S66x8/15-100,-497.0232114597
S66x8/15-105,-497.0233888611
S66x8/15-110,-497.0232937986
S66x8/15-125,-497.0222408036
S66x8/15-150,-497.0201425444
S66x8/15-200,-497.0172238304
S66x8/16-A,-248.5075167829
S66x8/16-B,-76.4248276971
S66x8/16-090,-324.937312497
S66x8/16-095,-324.9381298316
S66x8/16-100,-324.9384749494
S66x8/16-105,-324.938519187
S66x8/16-110,-324.9383759912
S66x8/16-125,-324.9374789508
S66x8/16-150,-324.9359342788
S66x8/16-200,-324.9341359429
S66x8/17-A,-414.7779830233
S66x8/17-B,-414.7781367789
S66x8/17-090,-829.5762377949
S66x8/17-095,-829.5780701235
S66x8/17-100,-829.5785709451
S66x8/17-105,-829.5782287599
S66x8/17-110,-829.57737647
S66x8/17-125,-829.5735882949
S66x8/17-150,-829.5675079726
S66x8/17-200,-829.5609487879
S66x8/18-A,-76.424870409
S66x8/18-B,-248.2575382295
S66x8/18-090,-324.690213166
S66x8/18-095,-324.6909106515
S66x8/18-100,-324.6910418115
S66x8/18-105,-324.6908236986
S66x8/18-110,-324.6904018991
S66x8/18-125,-324.6887177708
S66x8/18-150,-324.68627065
S66x8/18-200,-324.68380165
S66x8/19-A,-115.7170668941
S66x8/19-B,-248.257531181
S66x8/19-090,-363.9822234246
S66x8/19-095,-363.9831831519
S66x8/19-100,-363.9835013708
S66x8/19-105,-363.9834099287
S66x8/19-110,-363.982964572
S66x8/19-125,-363.9814874967
S66x8/19-150,-363.9788454335
S66x8/19-200,-363.9762097475
S66x8/20-A,-229.0674194822
S66x8/20-B,-229.067440397
S66x8/20-090,-458.1603068801
S66x8/20-095,-458.162055279
S66x8/20-100,-458.1623008126
S66x8/20-105,-458.1616001052
S66x8/20-110,-458.1603341588
S66x8/20-125,-458.1553709952
S66x8/20-150,-458.1479058849
S66x8/20-200,-458.1402069269
S66x8/21-A,-209.2021006492
S66x8/21-B,-209.2021059831
S66x8/21-090,-418.4238324345
S66x8/21-095,-418.4255587911
S66x8/21-100,-418.4260197829
S66x8/21-105,-418.4256768704
S66x8/21-110,-418.4248541142
S66x8/21-125,-418.4212236078
S66x8/21-150,-418.4155463558
S66x8/21-200,-418.4088019946
S66x8/22-A,-229.0673809759
S66x8/22-B,-414.7778503179
S66x8/22-090,-643.8701165332
S66x8/22-095,-643.8719356007
S66x8/22-100,-643.8723360142
S66x8/22-105,-643.8718223012
S66x8/22-110,-643.8707487995
S66x8/22-125,-643.8662083715
S66x8/22-150,-643.859092481
S66x8/22-200,-643.8513690538
S66x8/23-A,-209.2019929809
S66x8/23-B,-414.7776475693
S66x8/23-090,-624.0035674003
S66x8/23-095,-624.0053817002
S66x8/23-100,-624.0058986017
S66x8/23-105,-624.0055695644
S66x8/23-110,-624.004706798
S66x8/23-125,-624.0007512711
S66x8/23-150,-623.9941979369
S66x8/23-200,-623.9866761742
S66x8/24-A,-232.2284737595
S66x8/24-B,-232.2284169196
S66x8/24-090,-464.4429483535
S66x8/24-095,-464.4481542375
S66x8/24-100,-464.4513159813
S66x8/24-105,-464.4532604075
S66x8/24-110,-464.4544146013
S66x8/24-125,-464.4559614768
S66x8/24-150,-464.4565282637
S66x8/24-200,-464.456710719
S66x8/25-A,-248.2574901795
S66x8/25-B,-248.25752785
S66x8/25-090,-496.5025117849
S66x8/25-095,-496.5077237031
S66x8/25-100,-496.5108332556
S66x8/25-105,-496.5126690902
S66x8/25-110,-496.5138039358
S66x8/25-125,-496.5150929816
S66x8/25-150,-496.5153388038
S66x8/25-200,-496.5151473469
S66x8/26-A,-414.7786320543
S66x8/26-B,-414.778632116
S66x8/26-090,-829.5505260241
S66x8/26-095,-829.5558636937
S66x8/26-100,-829.5588579435
S66x8/26-105,-829.5604827697
S66x8/26-110,-829.5612892052
S66x8/26-125,-829.5615115309
S66x8/26-150,-829.5601887476
S66x8/26-200,-829.5584493131
S66x8/27-A,-232.2284579683
S66x8/27-B,-248.2575465812
S66x8/27-090,-480.4724957417
S66x8/27-095,-480.4779773924
S66x8/27-100,-480.48116812
S66x8/27-105,-480.4830968637
S66x8/27-110,-480.4842172146
S66x8/27-125,-480.4855572989
S66x8/27-150,-480.485917233
S66x8/27-200,-480.4858916839
S66x8/28-A,-232.2282992052
S66x8/28-B,-414.7793334995
S66x8/28-090,-646.9957085295
S66x8/28-095,-647.0008970543
S66x8/28-100,-647.003974865
S66x8/28-105,-647.0059252736
S66x8/28-110,-647.0069844539
S66x8/28-125,-647.0080848658
S66x8/28-150,-647.0080075419
S66x8/28-200,-647.0076144057
S66x8/29-A,-248.2574513625
S66x8/29-B,-414.7793479749
S66x8/29-090,-663.0243871237
S66x8/29-095,-663.0311918002
S66x8/29-100,-663.0349090578
S66x8/29-105,-663.0369373527
S66x8/29-110,-663.0378823325
S66x8/29-125,-663.0386028419
S66x8/29-150,-663.0380154026
S66x8/29-200,-663.0371405444
S66x8/30-A,-232.2284441736
S66x8/30-B,-78.5832940492
S66x8/30-090,-310.8038611843
S66x8/30-095,-310.8065807372
S66x8/30-100,-310.8082488751
S66x8/30-105,-310.8092859645
S66x8/30-110,-310.8099255575
S66x8/30-125,-310.8108854434
S66x8/30-150,-310.811370737
S66x8/30-200,-310.8116159198
S66x8/31-A,-414.7794062056
S66x8/31-B,-78.583248664
S66x8/31-090,-493.3575511751
S66x8/31-095,-493.3599752059
S66x8/31-100,-493.3614546266
S66x8/31-105,-493.362328
S66x8/31-110,-493.3628295179
S66x8/31-125,-493.3633451823
S66x8/31-150,-493.3631659623
S66x8/31-200,-493.3627507437
S66x8/32-A,-414.7794961239
S66x8/32-B,-77.3190774219
S66x8/32-090,-492.0945234788
S66x8/32-095,-492.0969171009
S66x8/32-100,-492.0983012919
S66x8/32-105,-492.0990570783
S66x8/32-110,-492.0994126519
S66x8/32-125,-492.0995644456
S66x8/32-150,-492.0990457041
S66x8/32-200,-492.0984106589
S66x8/33-A,-248.2575770842
S66x8/33-B,-78.58326653
S66x8/33-090,-326.8339866432
S66x8/33-095,-326.8364057687
S66x8/33-100,-326.8379064146
S66x8/33-105,-326.8388654545
S66x8/33-110,-326.8394820351
S66x8/33-125,-326.8403187448
S66x8/33-150,-326.8406721966
S66x8/33-200,-326.8407777826
S66x8/34-A,-197.766644548
S66x8/34-B,-197.7666878906
S66x8/34-090,-395.523980782
S66x8/34-095,-395.5274202016
S66x8/34-100,-395.5295671481
S66x8/34-105,-395.5309869878
S66x8/34-110,-395.5319749326
S66x8/34-125,-395.533226644
S66x8/34-150,-395.5336318601
S66x8/34-200,-395.5335801238
S66x8/35-A,-197.7666606461
S66x8/35-B,-197.7682821858
S66x8/35-090,-395.5283749878
S66x8/35-095,-395.5310974814
S66x8/35-100,-395.5326984357
S66x8/35-105,-395.5335710702
S66x8/35-110,-395.5342040323
S66x8/35-125,-395.5350037094
S66x8/35-150,-395.5352466546
S66x8/35-200,-395.5351973821
S66x8/36-A,-197.7682688015
S66x8/36-B,-197.7682793772
S66x8/36-090,-395.532351446
S66x8/36-095,-395.5339139617
S66x8/36-100,-395.5349081677
S66x8/36-105,-395.5355363955
S66x8/36-110,-395.5359962955
S66x8/36-125,-395.5365237476
S66x8/36-150,-395.53670285
S66x8/36-200,-395.5366994771
S66x8/37-A,-196.5540795811
S66x8/37-B,-197.7682236133
S66x8/37-090,-394.315623479
S66x8/37-095,-394.3181665835
S66x8/37-100,-394.3197191268
S66x8/37-105,-394.3207417686
S66x8/37-110,-394.3214034607
S66x8/37-125,-394.322281365
S66x8/37-150,-394.3225603402
S66x8/37-200,-394.3225566372
S66x8/38-A,-196.5537937898
S66x8/38-B,-196.5538781978
S66x8/38-090,-393.1003442692
S66x8/38-095,-393.102870328
S66x8/38-100,-393.1046473355
S66x8/38-105,-393.1057656009
S66x8/38-110,-393.106552869
S66x8/38-125,-393.1074047672
S66x8/38-150,-393.1076621326
S66x8/38-200,-393.1076301757
S66x8/39-A,-232.2284250873
S66x8/39-B,-196.5538616014
S66x8/39-090,-428.7732515643
S66x8/39-095,-428.7768088429
S66x8/39-100,-428.7790427881
S66x8/39-105,-428.7804535704
S66x8/39-110,-428.7812621941
S66x8/39-125,-428.7822279462
S66x8/39-150,-428.7823802679
S66x8/39-200,-428.7822316361
S66x8/40-A,-232.2284075982
S66x8/40-B,-197.7681802676
S66x8/40-090,-429.9900695297
S66x8/40-095,-429.99290663
S66x8/40-100,-429.9946044102
S66x8/40-105,-429.9956651319
S66x8/40-110,-429.9962744364
S66x8/40-125,-429.9970141251
S66x8/40-150,-429.9970743934
S66x8/40-200,-429.9969385793
S66x8/41-A,-414.7793404216
S66x8/41-B,-197.7668550433
S66x8/41-090,-612.5367200823
S66x8/41-095,-612.5403394221
S66x8/41-100,-612.5426507804
S66x8/41-105,-612.5441235177
S66x8/41-110,-612.5451800617
S66x8/41-125,-612.546286609
S66x8/41-150,-612.5463563306
S66x8/41-200,-612.5461574934
S66x8/42-A,-414.7793051595
S66x8/42-B,-196.5538840692
S66x8/42-090,-611.3239191686
S66x8/42-095,-611.327589481
S66x8/42-100,-611.3298480877
S66x8/42-105,-611.3312357983
S66x8/42-110,-611.3320944996
S66x8/42-125,-611.3331645473
S66x8/42-150,-611.3333658295
S66x8/42-200,-611.3332244316
S66x8/43-A,-414.7793782408
S66x8/43-B,-197.7682789712
S66x8/43-090,-612.5411408323
S66x8/43-095,-612.5440635697
S66x8/43-100,-612.5458186756
S66x8/43-105,-612.5468547917
S66x8/43-110,-612.5474409299
S66x8/43-125,-612.548094487
S66x8/43-150,-612.5480367171
S66x8/43-200,-612.5477825286
S66x8/44-A,-78.5832887346
S66x8/44-B,-197.7666573103
S66x8/44-090,-276.3458226192
S66x8/44-095,-276.3474673342
S66x8/44-100,-276.3484057276
S66x8/44-105,-276.349040365
S66x8/44-110,-276.3494904004
S66x8/44-125,-276.3500246367
S66x8/44-150,-276.3501449529
S66x8/44-200,-276.3500642215
S66x8/45-A,-77.3190990677
S66x8/45-B,-197.7667183943
S66x8/45-090,-275.081233816
S66x8/45-095,-275.0830929396
S66x8/45-100,-275.0842148139
S66x8/45-105,-275.0849318264
S66x8/45-110,-275.0853673492
S66x8/45-125,-275.0858514692
S66x8/45-150,-275.0858616983
S66x8/45-200,-275.0856884233
S66x8/46-A,-248.5075629566
S66x8/46-B,-197.7666686241
S66x8/46-090,-446.2677307397
S66x8/46-095,-446.2701335868
S66x8/46-100,-446.2717191521
S66x8/46-105,-446.2728080099
S66x8/46-110,-446.2735566844
S66x8/46-125,-446.2744906983
S66x8/46-150,-446.2747032148
S66x8/46-200,-446.2744332158
S66x8/47-A,-232.2283919652
S66x8/47-B,-232.2282474531
S66x8/47-090,-464.4508645875
S66x8/47-095,-464.4536192001
S66x8/47-100,-464.4552143283
S66x8/47-105,-464.4561263754
S66x8/47-110,-464.4566609512
S66x8/47-125,-464.4571886707
S66x8/47-150,-464.4570928012
S66x8/47-200,-464.4568029701
S66x8/48-A,-248.2574876915
S66x8/48-B,-248.2574286746
S66x8/48-090,-496.5106631797
S66x8/48-095,-496.5130413461
S66x8/48-100,-496.5144386491
S66x8/48-105,-496.5152622617
S66x8/48-110,-496.5157265633
S66x8/48-125,-496.5161057729
S66x8/48-150,-496.5158169738
S66x8/48-200,-496.5152707216
S66x8/49-A,-232.2283891928
S66x8/49-B,-248.2574893122
S66x8/49-090,-480.4808769285
S66x8/49-095,-480.4836027872
S66x8/49-100,-480.4851718576
S66x8/49-105,-480.4860424629
S66x8/49-110,-480.4865329027
S66x8/49-125,-480.4869206107
S66x8/49-150,-480.486647571
S66x8/49-200,-480.486155763
S66x8/50-A,-232.228381231
S66x8/50-B,-77.3191558111
S66x8/50-090,-309.5453521001
S66x8/50-095,-309.5472640461
S66x8/50-100,-309.5482680992
S66x8/50-105,-309.5487497567
S66x8/50-110,-309.5489393067
S66x8/50-125,-309.5488445481
S66x8/50-150,-309.548262735
S66x8/50-200,-309.5476232939
S66x8/51-A,-77.3191126523
S66x8/51-B,-77.3191748208
S66x8/51-090,-154.6385284928
S66x8/51-095,-154.6391784202
S66x8/51-100,-154.6394826265
S66x8/51-105,-154.6395920754
S66x8/51-110,-154.6395862415
S66x8/51-125,-154.6393071465
S66x8/51-150,-154.6388144991
S66x8/51-200,-154.6383934827
S66x8/52-A,-232.2283821704
S66x8/52-B,-229.0695321938
S66x8/52-090,-461.2978380066
S66x8/52-095,-461.2995737416
S66x8/52-100,-461.3004981289
S66x8/52-105,-461.3009120687
S66x8/52-110,-461.3010332269
S66x8/52-125,-461.3006698031
S66x8/52-150,-461.299668742
S66x8/52-200,-461.2985082837
S66x8/53-A,-232.2283942221
S66x8/53-B,-209.2031846499
S66x8/53-090,-441.431725899
S66x8/53-095,-441.4331419635
S66x8/53-100,-441.433920381
S66x8/53-105,-441.4343092471
S66x8/53-110,-441.4344473156
S66x8/53-125,-441.4341334049
S66x8/53-150,-441.4331884997
S66x8/53-200,-441.4320124406
S66x8/54-A,-232.2283615299
S66x8/54-B,-76.4247789383
S66x8/54-090,-308.6537933575
S66x8/54-095,-308.6549796837
S66x8/54-100,-308.6555554894
S66x8/54-105,-308.6557903118
S66x8/54-110,-308.6558224161
S66x8/54-125,-308.6554194827
S66x8/54-150,-308.654558534
S66x8/54-200,-308.6535960677
S66x8/55-A,-232.2283331825
S66x8/55-B,-115.717410876
S66x8/55-090,-347.9443129567
S66x8/55-095,-347.9461708557
S66x8/55-100,-347.9472455783
S66x8/55-105,-347.9478035807
S66x8/55-110,-347.9480609473
S66x8/55-125,-347.9480643764
S66x8/55-150,-347.9473747526
S66x8/55-200,-347.9463999471
S66x8/56-A,-232.2283896725
S66x8/56-B,-95.8569004419
S66x8/56-090,-328.0817408604
S66x8/56-095,-328.0836857589
S66x8/56-100,-328.0848952349
S66x8/56-105,-328.0856396224
S66x8/56-110,-328.0860391531
S66x8/56-125,-328.0863448352
S66x8/56-150,-328.086028476
S66x8/56-200,-328.08551644
S66x8/57-A,-232.2283324271
S66x8/57-B,-248.5075783291
S66x8/57-090,-480.7312919757
S66x8/57-095,-480.7347286099
S66x8/57-100,-480.736687126
S66x8/57-105,-480.7377414394
S66x8/57-110,-480.7382074019
S66x8/57-125,-480.7383935355
S66x8/57-150,-480.7376377577
S66x8/57-200,-480.7366299235
S66x8/58-A,-248.2574493269
S66x8/58-B,-248.2573688139
S66x8/58-090,-496.5139240279
S66x8/58-095,-496.5160749853
S66x8/58-100,-496.5174231506
S66x8/58-105,-496.517758267
S66x8/58-110,-496.5176827275
S66x8/58-125,-496.5169529666
S66x8/58-150,-496.5159499606
S66x8/58-200,-496.5151940514
S66x8/59-A,-77.3192048371
S66x8/59-B,-76.4248273127
S66x8/59-090,-153.7469960258
S66x8/59-095,-153.7475407955
S66x8/59-100,-153.7477358469
S66x8/59-105,-153.7477135059
S66x8/59-110,-153.7475706197
S66x8/59-125,-153.7468872633
S66x8/59-150,-153.7458266159
S66x8/59-200,-153.7447364421
S66x8/60-A,-77.3190823202
S66x8/60-B,-229.0695002172
S66x8/60-090,-306.3924408036
S66x8/60-095,-306.3934460278
S66x8/60-100,-306.3938149945
S66x8/60-105,-306.3937946414
S66x8/60-110,-306.3935715701
S66x8/60-125,-306.3924618492
S66x8/60-150,-306.3908161422
S66x8/60-200,-306.3892682348
S66x8/61-A,-197.766709806
S66x8/61-B,-229.0696159215
S66x8/61-090,-426.8321040601
S66x8/61-095,-426.8335482546
S66x8/61-100,-426.8345608062
S66x8/61-105,-426.8352804288
S66x8/61-110,-426.8357753648
S66x8/61-125,-426.8364180857
S66x8/61-150,-426.836583362
S66x8/61-200,-426.8364162911
S66x8/62-A,-197.7667402871
S66x8/62-B,-209.2033126523
S66x8/62-090,-406.9652968784
S66x8/62-095,-406.9671931633
S66x8/62-100,-406.9684261357
S66x8/62-105,-406.969265936
S66x8/62-110,-406.9698126617
S66x8/62-125,-406.9704329985
S66x8/62-150,-406.9704730703
S66x8/62-200,-406.9701822042
S66x8/63-A,-232.2284390568
S66x8/63-B,-229.0695200819
S66x8/63-090,-461.2926216496
S66x8/63-095,-461.2954718782
S66x8/63-100,-461.2970695266
S66x8/63-105,-461.2980066086
S66x8/63-110,-461.298533235
S66x8/63-125,-461.298937662
S66x8/63-150,-461.2986091459
S66x8/63-200,-461.2981021045
S66x8/64-A,-248.5076186494
S66x8/64-B,-78.5833395239
S66x8/64-090,-327.0886503081
S66x8/64-095,-327.0900607604
S66x8/64-100,-327.0909367199
S66x8/64-105,-327.0914371824
S66x8/64-110,-327.0917068509
S66x8/64-125,-327.0918905659
S66x8/64-150,-327.0915573808
S66x8/64-200,-327.0910381969
S66x8/65-A,-248.2575434366
S66x8/65-B,-77.3185475253
S66x8/65-090,-325.5803399839
S66x8/65-095,-325.5809983223
S66x8/65-100,-325.5812275995
S66x8/65-105,-325.5812022606
S66x8/65-110,-325.5810170154
S66x8/65-125,-325.5801257137
S66x8/65-150,-325.5787693601
S66x8/65-200,-325.5774392389
S66x8/66-A,-95.8568409395
S66x8/66-B,-248.2575213211
S66x8/66-090,-344.1126520818
S66x8/66-095,-344.1141389071
S66x8/66-100,-344.1150515161
S66x8/66-105,-344.1155857316
S66x8/66-110,-344.1158736262
S66x8/66-125,-344.1160196702
S66x8/66-150,-344.1155674677
