system,cam-QTP-02/def2-QZVP/Turbomole
S22x5/09-A,-169.6704668163
S22x5/09-B,-169.6704668163
S22x5/09-0.9,-339.3690787933
S22x5/09-1.0,-339.3705019413
S22x5/09-1.2,-339.3646432018
S22x5/09-1.5,-339.3547364148
S22x5/09-2.0,-339.3467509723
S22x5/10-A,-231.8111086867
S22x5/10-B,-76.3442347895
S22x5/10-0.9,-308.1607112333
S22x5/10-1.0,-308.1609197313
S22x5/10-1.2,-308.1593371867
S22x5/10-1.5,-308.1573176059
S22x5/10-2.0,-308.156075508
S22x5/11-A,-231.811169066
S22x5/11-B,-56.4697157504
S22x5/11-0.9,-288.2837102899
S22x5/11-1.0,-288.2841780517
S22x5/11-1.2,-288.2832034102
S22x5/11-1.5,-288.2818879091
S22x5/11-2.0,-288.2812058177
S22x5/12-A,-231.8112253967
S22x5/12-B,-40.42217051
S22x5/12-0.9,-272.2342467618
S22x5/12-1.0,-272.2349790533
S22x5/12-1.2,-272.2345167619
S22x5/12-1.5,-272.2337158332
S22x5/12-2.0,-272.233441597
S22x5/13-A,-231.8111816526
S22x5/13-B,-231.8111584476
S22x5/13-0.9,-463.6235461316
S22x5/13-1.0,-463.624859302
S22x5/13-1.2,-463.6244909311
S22x5/13-1.5,-463.6232319236
S22x5/13-2.0,-463.6225745178
S22x5/14-A,-231.8112197656
S22x5/14-B,-231.8112197655
S22x5/14-0.9,-463.6163005165
S22x5/14-1.0,-463.6223843038
S22x5/14-1.2,-463.6229724302
S22x5/14-1.5,-463.6222842826
S22x5/14-2.0,-463.6223579768
S22x5/15-A,-231.8109988005
S22x5/15-B,-363.1800299549
S22x5/15-0.9,-594.9959015974
S22x5/15-1.0,-594.9976425807
S22x5/15-1.2,-594.9967854195
S22x5/15-1.5,-594.9941698335
S22x5/15-2.0,-594.9922424396
S22x5/16-A,-231.811149319
S22x5/16-B,-363.1800541299
S22x5/16-0.9,-594.9849212482
S22x5/16-1.0,-594.9922159175
S22x5/16-1.2,-594.9925086202
S22x5/16-1.5,-594.9908991372
S22x5/16-2.0,-594.9908686165
S22x5/17-A,-263.8801276048
S22x5/17-B,-263.8801002928
S22x5/17-0.9,-527.7569074596
S22x5/17-1.0,-527.7631052084
S22x5/17-1.2,-527.7625649885
S22x5/17-1.5,-527.7607568248
S22x5/17-2.0,-527.7603193301
S22x5/18-A,-323.0185556215
S22x5/18-B,-303.1465439925
S22x5/18-0.9,-626.192269846
S22x5/18-1.0,-626.1938217845
S22x5/18-1.2,-626.1880845877
S22x5/18-1.5,-626.1780262598
S22x5/18-2.0,-626.1699718035
S22x5/19-A,-306.9685288045
S22x5/19-B,-306.9684789374
S22x5/19-0.9,-613.9476052842
S22x5/19-1.0,-613.9481298554
S22x5/19-1.2,-613.9455781731
S22x5/19-1.5,-613.9415901428
S22x5/19-2.0,-613.9386680989
S22x5/20-A,-414.2616741398
S22x5/20-B,-414.2616741398
S22x5/20-0.9,-828.5297265403
S22x5/20-1.0,-828.5351886111
S22x5/20-1.2,-828.53055968
S22x5/20-1.5,-828.5259824189
S22x5/20-2.0,-828.5242561811
S22x5/21-A,-414.2609238019
S22x5/21-B,-414.260923802
S22x5/21-0.9,-828.5566639743
S22x5/21-1.0,-828.558143484
S22x5/21-1.2,-828.5510958241
S22x5/21-1.5,-828.5390887981
S22x5/21-2.0,-828.5291509771
S22x5/22-A,-231.8110480374
S22x5/22-B,-93.2726874936
S22x5/22-0.9,-325.0905743778
S22x5/22-1.0,-325.0912164434
S22x5/22-1.2,-325.0895743434
S22x5/22-1.5,-325.0868833012
S22x5/22-2.0,-325.085021308
S66x8/01-A,-76.3444240484
S66x8/01-B,-76.3443850042
S66x8/01-090,-152.6992576129
S66x8/01-095,-152.6992800486
S66x8/01-100,-152.6988828999
S66x8/01-105,-152.698250919
S66x8/01-110,-152.6975073672
S66x8/01-125,-152.6952405313
S66x8/01-150,-152.6925044449
S66x8/01-200,-152.6902028437
S66x8/02-A,-76.344439776
S66x8/02-B,-115.5614928313
S66x8/02-090,-191.9172481614
S66x8/02-095,-191.9173274788
S66x8/02-100,-191.9169311365
S66x8/02-105,-191.9162626927
S66x8/02-110,-191.9154597187
S66x8/02-125,-191.9129646584
S66x8/02-150,-191.9099078365
S66x8/02-200,-191.9073572641
S66x8/03-A,-76.3444703231
S66x8/03-B,-95.6918458424
S66x8/03-090,-172.0493632661
S66x8/03-095,-172.0495555158
S66x8/03-100,-172.0491979467
S66x8/03-105,-172.0485105423
S66x8/03-110,-172.0476456265
S66x8/03-125,-172.0448251979
S66x8/03-150,-172.0411611388
S66x8/03-200,-172.037901063
S66x8/04-A,-76.3444651413
S66x8/04-B,-248.1489267015
S66x8/04-090,-324.5091632716
S66x8/04-095,-324.509283725
S66x8/04-100,-324.5088310302
S66x8/04-105,-324.5080347554
S66x8/04-110,-324.5070545167
S66x8/04-125,-324.5038773556
S66x8/04-150,-324.4996851569
S66x8/04-200,-324.4954714315
S66x8/05-A,-115.5614990346
S66x8/05-B,-115.561512885
S66x8/05-090,-231.1342461168
S66x8/05-095,-231.1344510743
S66x8/05-100,-231.1341453314
S66x8/05-105,-231.1335404805
S66x8/05-110,-231.1327801472
S66x8/05-125,-231.1303330315
S66x8/05-150,-231.1272490805
S66x8/05-200,-231.1246300589
S66x8/06-A,-115.5612426445
S66x8/06-B,-95.6918379691
S66x8/06-090,-211.2666026339
S66x8/06-095,-211.2670227957
S66x8/06-100,-211.2667978423
S66x8/06-105,-211.2661770277
S66x8/06-110,-211.2653332919
S66x8/06-125,-211.2624382646
S66x8/06-150,-211.2585590619
S66x8/06-200,-211.2550835877
S66x8/07-A,-115.5613239943
S66x8/07-B,-248.1489010915
S66x8/07-090,-363.7256633136
S66x8/07-095,-363.7259724887
S66x8/07-100,-363.7256559948
S66x8/07-105,-363.7249555294
S66x8/07-110,-363.724039329
S66x8/07-125,-363.7209378832
S66x8/07-150,-363.7162038838
S66x8/07-200,-363.7119335076
S66x8/08-A,-115.5615352429
S66x8/08-B,-76.3443936903
S66x8/08-090,-191.9162805228
S66x8/08-095,-191.9164142989
S66x8/08-100,-191.916095096
S66x8/08-105,-191.9155159722
S66x8/08-110,-191.9148066148
S66x8/08-125,-191.9125754329
S66x8/08-150,-191.9098193146
S66x8/08-200,-191.9074849828
S66x8/09-A,-95.691815905
S66x8/09-B,-115.5615673204
S66x8/09-090,-211.2590256818
S66x8/09-095,-211.2590924144
S66x8/09-100,-211.2588411174
S66x8/09-105,-211.2584234585
S66x8/09-110,-211.2579362784
S66x8/09-125,-211.2565210315
S66x8/09-150,-211.2550106798
S66x8/09-200,-211.2539760636
S66x8/10-A,-95.6917943909
S66x8/10-B,-95.6917973733
S66x8/10-090,-191.3907034523
S66x8/10-095,-191.3910510497
S66x8/10-100,-191.3908967531
S66x8/10-105,-191.3904560388
S66x8/10-110,-191.389871749
S66x8/10-125,-191.3879992029
S66x8/10-150,-191.3854665905
S66x8/10-200,-191.3841503725
S66x8/11-A,-95.691542983
S66x8/11-B,-248.1490414193
S66x8/11-090,-343.8497245537
S66x8/11-095,-343.8501003864
S66x8/11-100,-343.8499437365
S66x8/11-105,-343.849470659
S66x8/11-110,-343.8488277476
S66x8/11-125,-343.8456270687
S66x8/11-150,-343.8427182348
S66x8/11-200,-343.8414462207
S66x8/12-A,-95.6918024282
S66x8/12-B,-76.3437991893
S66x8/12-090,-172.0498928226
S66x8/12-095,-172.0501711451
S66x8/12-100,-172.04983621
S66x8/12-105,-172.0491308747
S66x8/12-110,-172.0482237596
S66x8/12-125,-172.0452266988
S66x8/12-150,-172.0413241869
S66x8/12-200,-172.0379054816
S66x8/13-A,-248.1490230335
S66x8/13-B,-115.5615533119
S66x8/13-090,-363.7213105795
S66x8/13-095,-363.7216871985
S66x8/13-100,-363.7215258409
S66x8/13-105,-363.7210406609
S66x8/13-110,-363.7203777092
S66x8/13-125,-363.7181209025
S66x8/13-150,-363.7151627067
S66x8/13-200,-363.7125694834
S66x8/14-A,-248.148779396
S66x8/14-B,-95.6917526861
S66x8/14-090,-343.8523534281
S66x8/14-095,-343.852980329
S66x8/14-100,-343.8529620591
S66x8/14-105,-343.8525382947
S66x8/14-110,-343.8518765448
S66x8/14-125,-343.8494230055
S66x8/14-150,-343.8459735983
S66x8/14-200,-343.8427825526
S66x8/15-A,-248.1487415321
S66x8/15-B,-248.1488878
S66x8/15-090,-496.3115034731
S66x8/15-095,-496.3120325116
S66x8/15-100,-496.3119267722
S66x8/15-105,-496.3114223373
S66x8/15-110,-496.3106837197
S66x8/15-125,-496.3080083987
S66x8/15-150,-496.3042146667
S66x8/15-200,-496.3002205888
S66x8/16-A,-248.148965161
S66x8/16-B,-76.3444017233
S66x8/16-090,-324.5030560827
S66x8/16-095,-324.5033001726
S66x8/16-100,-324.5030910427
S66x8/16-105,-324.5026172236
S66x8/16-110,-324.5020050141
S66x8/16-125,-324.5000085472
S66x8/16-150,-324.4974724291
S66x8/16-200,-324.4952430316
S66x8/17-A,-414.2611288393
S66x8/17-B,-414.2613053141
S66x8/17-090,-828.5521881348
S66x8/17-095,-828.5533961548
S66x8/17-100,-828.5532175371
S66x8/17-105,-828.552150129
S66x8/17-110,-828.550547815
S66x8/17-125,-828.5446077823
S66x8/17-150,-828.5359740427
S66x8/17-200,-828.5275974264
S66x8/18-A,-76.3444473727
S66x8/18-B,-247.8480180844
S66x8/18-090,-324.205159745
S66x8/18-095,-324.2053934951
S66x8/18-100,-324.205066859
S66x8/18-105,-324.204404285
S66x8/18-110,-324.2035608285
S66x8/18-125,-324.2007972085
S66x8/18-150,-324.1972130375
S66x8/18-200,-324.1940516206
S66x8/19-A,-115.5612347549
S66x8/19-B,-247.8480154893
S66x8/19-090,-363.4222592137
S66x8/19-095,-363.4227432512
S66x8/19-100,-363.4225869589
S66x8/19-105,-363.4220344056
S66x8/19-110,-363.4208817187
S66x8/19-125,-363.4185244451
S66x8/19-150,-363.4143378451
S66x8/19-200,-363.4108946871
S66x8/20-A,-228.7923634742
S66x8/20-B,-228.7923579293
S66x8/20-090,-457.6209569872
S66x8/20-095,-457.6220251349
S66x8/20-100,-457.6215419716
S66x8/20-105,-457.6200823299
S66x8/20-110,-457.6180498928
S66x8/20-125,-457.6109458135
S66x8/20-150,-457.6006599027
S66x8/20-200,-457.5906212726
S66x8/21-A,-208.9184177602
S66x8/21-B,-208.9184218546
S66x8/21-090,-417.8657797308
S66x8/21-095,-417.8668126883
S66x8/21-100,-417.8665427289
S66x8/21-105,-417.8654509314
S66x8/21-110,-417.8638757109
S66x8/21-125,-417.8581959312
S66x8/21-150,-417.8501303708
S66x8/21-200,-417.8416884953
S66x8/22-A,-228.7922937245
S66x8/22-B,-414.2610697106
S66x8/22-090,-643.0886529188
S66x8/22-095,-643.0898383951
S66x8/22-100,-643.0895437846
S66x8/22-105,-643.0882988733
S66x8/22-110,-643.0864806072
S66x8/22-125,-643.0797953935
S66x8/22-150,-643.0699832356
S66x8/22-200,-643.0600790673
S66x8/23-A,-208.9183407797
S66x8/23-B,-414.2608082544
S66x8/23-090,-623.2127177597
S66x8/23-095,-623.2139340804
S66x8/23-100,-623.2137949165
S66x8/23-105,-623.2127705636
S66x8/23-110,-623.2111995419
S66x8/23-125,-623.2052278382
S66x8/23-150,-623.196195391
S66x8/23-200,-623.1867223694
S66x8/24-A,-231.8113256935
S66x8/24-B,-231.8112092149
S66x8/24-090,-463.61672463
S66x8/24-095,-463.6205982423
S66x8/24-100,-463.6223940131
S66x8/24-105,-463.6230870733
S66x8/24-110,-463.6232290715
S66x8/24-125,-463.6227176909
S66x8/24-150,-463.6222522453
S66x8/24-200,-463.6223579561
S66x8/25-A,-247.8478756336
S66x8/25-B,-247.8479315538
S66x8/25-090,-495.6921573432
S66x8/25-095,-495.6959101713
S66x8/25-100,-495.6976332814
S66x8/25-105,-495.6982303758
S66x8/25-110,-495.69825214
S66x8/25-125,-495.6973506364
S66x8/25-150,-495.696299299
S66x8/25-200,-495.6959641837
S66x8/26-A,-414.2616737129
S66x8/26-B,-414.261673713
S66x8/26-090,-828.5316368245
S66x8/26-095,-828.5344742111
S66x8/26-100,-828.5351876601
S66x8/26-105,-828.5347608876
S66x8/26-110,-828.5337816359
S66x8/26-125,-828.5302858222
S66x8/26-150,-828.5266620825
S66x8/26-200,-828.5245329631
S66x8/27-A,-231.8112937705
S66x8/27-B,-247.8479638022
S66x8/27-090,-479.6543687852
S66x8/27-095,-479.6584126154
S66x8/27-100,-479.6602031817
S66x8/27-105,-479.6608205359
S66x8/27-110,-479.6608645391
S66x8/27-125,-479.6600949098
S66x8/27-150,-479.6592967757
S66x8/27-200,-479.6591712395
S66x8/28-A,-231.8109806147
S66x8/28-B,-414.2623917571
S66x8/28-090,-646.0733537646
S66x8/28-095,-646.0766916826
S66x8/28-100,-646.0780037527
S66x8/28-105,-646.0782032984
S66x8/28-110,-646.0778454705
S66x8/28-125,-646.075991926
S66x8/28-150,-646.0741382912
S66x8/28-200,-646.0734586304
S66x8/29-A,-247.8478240537
S66x8/29-B,-414.2624001526
S66x8/29-090,-662.110574914
S66x8/29-095,-662.1151875253
S66x8/29-100,-662.1167625258
S66x8/29-105,-662.116839359
S66x8/29-110,-662.1162514003
S66x8/29-125,-662.1138558698
S66x8/29-150,-662.1116769644
S66x8/29-200,-662.110604829
S66x8/30-A,-231.8112645033
S66x8/30-B,-78.4261456189
S66x8/30-090,-310.2350938773
S66x8/30-095,-310.236794696
S66x8/30-100,-310.2375171758
S66x8/30-105,-310.2377306812
S66x8/30-110,-310.2377019062
S66x8/30-125,-310.2373096471
S66x8/30-150,-310.2370897065
S66x8/30-200,-310.2372712822
S66x8/31-A,-414.2624787226
S66x8/31-B,-78.4260437359
S66x8/31-090,-492.6906607182
S66x8/31-095,-492.6918253598
S66x8/31-100,-492.6921421475
S66x8/31-105,-492.6920099711
S66x8/31-110,-492.6916654707
S66x8/31-125,-492.6904371102
S66x8/31-150,-492.6892488453
S66x8/31-200,-492.6886691842
S66x8/32-A,-414.2626186892
S66x8/32-B,-77.1789544846
S66x8/32-090,-491.444316073
S66x8/32-095,-491.4456010533
S66x8/32-100,-491.4459215325
S66x8/32-105,-491.4457294033
S66x8/32-110,-491.4452947839
S66x8/32-125,-491.4437688734
S66x8/32-150,-491.4422402254
S66x8/32-200,-491.441427138
S66x8/33-A,-247.8480178335
S66x8/33-B,-78.4261213194
S66x8/33-090,-326.2730782925
S66x8/33-095,-326.2744947978
S66x8/33-100,-326.2750831459
S66x8/33-105,-326.2752207456
S66x8/33-110,-326.2751338063
S66x8/33-125,-326.2745469734
S66x8/33-150,-326.2740775415
S66x8/33-200,-326.2740719274
S66x8/34-A,-197.3675127873
S66x8/34-B,-197.3675951104
S66x8/34-090,-394.737814696
S66x8/34-095,-394.7389128748
S66x8/34-100,-394.7390874917
S66x8/34-105,-394.7388035437
S66x8/34-110,-394.7383266989
S66x8/34-125,-394.7368743161
S66x8/34-150,-394.7356832849
S66x8/34-200,-394.7353633015
S66x8/35-A,-197.3675434946
S66x8/35-B,-197.3725594259
S66x8/35-090,-394.7415622041
S66x8/35-095,-394.7425036363
S66x8/35-100,-394.7426544878
S66x8/35-105,-394.742453658
S66x8/35-110,-394.7421181329
S66x8/35-125,-394.7411506914
S66x8/35-150,-394.7404136954
S66x8/35-200,-394.740231053
S66x8/36-A,-197.3725603122
S66x8/36-B,-197.3725302083
S66x8/36-090,-394.745967767
S66x8/36-095,-394.7463803634
S66x8/36-100,-394.7464349321
S66x8/36-105,-394.7463180819
S66x8/36-110,-394.7461317257
S66x8/36-125,-394.7455808288
S66x8/36-150,-394.7451568586
S66x8/36-200,-394.7450656903
S66x8/37-A,-196.1699358544
S66x8/37-B,-197.3726659953
S66x8/37-090,-393.5434642077
S66x8/37-095,-393.5444224067
S66x8/37-100,-393.5446395031
S66x8/37-105,-393.5445134644
S66x8/37-110,-393.5442492689
S66x8/37-125,-393.5434017031
S66x8/37-150,-393.5426820737
S66x8/37-200,-393.5424690821
S66x8/38-A,-196.1699113385
S66x8/38-B,-196.1699149596
S66x8/38-090,-392.3415477789
S66x8/38-095,-392.3424662338
S66x8/38-100,-392.3426856557
S66x8/38-105,-392.3424716683
S66x8/38-110,-392.3420861783
S66x8/38-125,-392.3409367991
S66x8/38-150,-392.3400496024
S66x8/38-200,-392.3398250231
S66x8/39-A,-231.811225601
S66x8/39-B,-196.1698981605
S66x8/39-090,-427.9809563327
S66x8/39-095,-427.9830133033
S66x8/39-100,-427.983823023
S66x8/39-105,-427.9839215915
S66x8/39-110,-427.9836691236
S66x8/39-125,-427.9825163387
S66x8/39-150,-427.9814513562
S66x8/39-200,-427.9811212731
S66x8/40-A,-231.8111902781
S66x8/40-B,-197.3724283454
S66x8/40-090,-429.1838550539
S66x8/40-095,-429.1853998984
S66x8/40-100,-429.1859671643
S66x8/40-105,-429.1860216391
S66x8/40-110,-429.1858288992
S66x8/40-125,-429.1849459009
S66x8/40-150,-429.1841266805
S66x8/40-200,-429.1838961005
S66x8/41-A,-414.2623621836
S66x8/41-B,-197.367608679
S66x8/41-090,-611.63281757
S66x8/41-095,-611.6342663656
S66x8/41-100,-611.6345802087
S66x8/41-105,-611.6342995562
S66x8/41-110,-611.63362176
S66x8/41-125,-611.6316124389
S66x8/41-150,-611.6302656521
S66x8/41-200,-611.629959453
S66x8/42-A,-414.2623438543
S66x8/42-B,-196.1698784976
S66x8/42-090,-610.4338655904
S66x8/42-095,-610.4354694507
S66x8/42-100,-610.4358684899
S66x8/42-105,-610.4356737051
S66x8/42-110,-610.435223972
S66x8/42-125,-610.4337580081
S66x8/42-150,-610.4325728069
S66x8/42-200,-610.4322473533
S66x8/43-A,-414.2624511509
S66x8/43-B,-197.3726001165
S66x8/43-090,-611.6369478986
S66x8/43-095,-611.6381951211
S66x8/43-100,-611.6384374642
S66x8/43-105,-611.6381942167
S66x8/43-110,-611.6377529109
S66x8/43-125,-611.6363905182
S66x8/43-150,-611.6352694363
S66x8/43-200,-611.6348795951
S66x8/44-A,-78.4261342838
S66x8/44-B,-197.367517567
S66x8/44-090,-275.7957016871
S66x8/44-095,-275.7960827392
S66x8/44-100,-275.7960242773
S66x8/44-105,-275.7957680291
S66x8/44-110,-275.7954461645
S66x8/44-125,-275.7945943441
S66x8/44-150,-275.793967978
S66x8/44-200,-275.7938090851
S66x8/45-A,-77.1789842626
S66x8/45-B,-197.3676503803
S66x8/45-090,-274.5472587952
S66x8/45-095,-274.548015452
S66x8/45-100,-274.5481869488
S66x8/45-105,-274.5480770075
S66x8/45-110,-274.5478500223
S66x8/45-125,-274.5471360004
S66x8/45-150,-274.5465584846
S66x8/45-200,-274.5463185269
S66x8/46-A,-248.1490360981
S66x8/46-B,-197.3675870796
S66x8/46-090,-445.5209186
S66x8/46-095,-445.5215223267
S66x8/46-100,-445.5214980149
S66x8/46-105,-445.5211342899
S66x8/46-110,-445.5206137123
S66x8/46-125,-445.5189968969
S66x8/46-150,-445.5173303352
S66x8/46-200,-445.5167642909
S66x8/47-A,-231.811158648
S66x8/47-B,-231.8108828388
S66x8/47-090,-463.622551003
S66x8/47-095,-463.6242969085
S66x8/47-100,-463.6249560867
S66x8/47-105,-463.6250436099
S66x8/47-110,-463.6248517775
S66x8/47-125,-463.6238911055
S66x8/47-150,-463.6229063924
S66x8/47-200,-463.6224848528
S66x8/48-A,-247.847869557
S66x8/48-B,-247.847760829
S66x8/48-090,-495.698014168
S66x8/48-095,-495.6993711469
S66x8/48-100,-495.6998159192
S66x8/48-105,-495.6997618619
S66x8/48-110,-495.6994556565
S66x8/48-125,-495.6981970588
S66x8/48-150,-495.6968316357
S66x8/48-200,-495.6960839103
S66x8/49-A,-231.8111532804
S66x8/49-B,-247.8478846656
S66x8/49-090,-479.6601957504
S66x8/49-095,-479.6619373969
S66x8/49-100,-479.6625608778
S66x8/49-105,-479.6625944356
S66x8/49-110,-479.662340794
S66x8/49-125,-479.66119653
S66x8/49-150,-479.6599919865
S66x8/49-200,-479.6593636976
S66x8/50-A,-231.8111373463
S66x8/50-B,-77.1790750073
S66x8/50-090,-308.9923582223
S66x8/50-095,-308.9935537134
S66x8/50-100,-308.9938599912
S66x8/50-105,-308.9937090896
S66x8/50-110,-308.9933490401
S66x8/50-125,-308.9920866895
S66x8/50-150,-308.9908223505
S66x8/50-200,-308.990112673
S66x8/51-A,-77.1790044255
S66x8/51-B,-77.1791015937
S66x8/51-090,-154.3603776905
S66x8/51-095,-154.3606567918
S66x8/51-100,-154.3606244916
S66x8/51-105,-154.3604322598
S66x8/51-110,-154.3601711079
S66x8/51-125,-154.3593866625
S66x8/51-150,-154.3586177427
S66x8/51-200,-154.3581683734
S66x8/52-A,-231.8111392781
S66x8/52-B,-228.7941909883
S66x8/52-090,-460.6111225015
S66x8/52-095,-460.6119831238
S66x8/52-100,-460.6120928396
S66x8/52-105,-460.6117860969
S66x8/52-110,-460.6112690292
S66x8/52-125,-460.6094667492
S66x8/52-150,-460.6073693292
S66x8/52-200,-460.6059133876
S66x8/53-A,-231.8111633808
S66x8/53-B,-208.9194273043
S66x8/53-090,-440.7362819323
S66x8/53-095,-440.7369350932
S66x8/53-100,-440.7369878251
S66x8/53-105,-440.7366946283
S66x8/53-110,-440.7362198853
S66x8/53-125,-440.7345555711
S66x8/53-150,-440.7325468675
S66x8/53-200,-440.7310393044
S66x8/54-A,-231.8110987726
S66x8/54-B,-76.3442922368
S66x8/54-090,-308.1604956777
S66x8/54-095,-308.1609793113
S66x8/54-100,-308.1609238926
S66x8/54-105,-308.1605859884
S66x8/54-110,-308.1601201835
S66x8/54-125,-308.1586642055
S66x8/54-150,-308.1570839122
S66x8/54-200,-308.1559706185
S66x8/55-A,-231.81104424
S66x8/55-B,-115.5615751295
S66x8/55-090,-347.3774807951
S66x8/55-095,-347.3784071058
S66x8/55-100,-347.3786080183
S66x8/55-105,-347.3783977281
S66x8/55-110,-347.3779721013
S66x8/55-125,-347.3764050304
S66x8/55-150,-347.3745700213
S66x8/55-200,-347.3733162691
S66x8/56-A,-231.8111540438
S66x8/56-B,-95.6917947809
S66x8/56-090,-327.5055505758
S66x8/56-095,-327.5065423836
S66x8/56-100,-327.5068321267
S66x8/56-105,-327.5067124369
S66x8/56-110,-327.5063627575
S66x8/56-125,-327.5051062449
S66x8/56-150,-327.5038553039
S66x8/56-200,-327.5032010382
S66x8/57-A,-231.8110425846
S66x8/57-B,-248.1490068654
S66x8/57-090,-479.963554925
S66x8/57-095,-479.9656806573
S66x8/57-100,-479.9663633675
S66x8/57-105,-479.9662883224
S66x8/57-110,-479.9658439233
S66x8/57-125,-479.9640371226
S66x8/57-150,-479.9620366715
S66x8/57-200,-479.9607985379
S66x8/58-A,-247.8478479301
S66x8/58-B,-247.8477443984
S66x8/58-090,-495.7007589978
S66x8/58-095,-495.7020716287
S66x8/58-100,-495.7022528185
S66x8/58-105,-495.7016101218
S66x8/58-110,-495.7007629044
S66x8/58-125,-495.6985931465
S66x8/58-150,-495.6968453042
S66x8/58-200,-495.6959331059
S66x8/59-A,-77.1791645307
S66x8/59-B,-76.3443881664
S66x8/59-090,-153.529544287
S66x8/59-095,-153.5296261886
S66x8/59-100,-153.5293917088
S66x8/59-105,-153.528985873
S66x8/59-110,-153.5285027927
S66x8/59-125,-153.5270544828
S66x8/59-150,-153.5254068506
S66x8/59-200,-153.5241366605
S66x8/60-A,-77.1789641816
S66x8/60-B,-228.7941749613
S66x8/60-090,-305.9819572366
S66x8/60-095,-305.9823164949
S66x8/60-100,-305.982071552
S66x8/60-105,-305.9814893903
S66x8/60-110,-305.9807435463
S66x8/60-125,-305.978401594
S66x8/60-150,-305.9756978582
S66x8/60-200,-305.9737592103
S66x8/61-A,-197.3675702261
S66x8/61-B,-228.7942529566
S66x8/61-090,-426.1650596219
S66x8/61-095,-426.1652613416
S66x8/61-100,-426.1651450831
S66x8/61-105,-426.1648575535
S66x8/61-110,-426.1644935332
S66x8/61-125,-426.1634109424
S66x8/61-150,-426.1622512046
S66x8/61-200,-426.1618949374
S66x8/62-A,-197.3676191998
S66x8/62-B,-208.9194682873
S66x8/62-090,-406.2909932929
S66x8/62-095,-406.2913967473
S66x8/62-100,-406.2912955541
S66x8/62-105,-406.2909328351
S66x8/62-110,-406.290459166
S66x8/62-125,-406.289059873
S66x8/62-150,-406.2877610037
S66x8/62-200,-406.2872022093
S66x8/63-A,-231.8112535189
S66x8/63-B,-228.7941658685
S66x8/63-090,-460.6077286371
S66x8/63-095,-460.6092300419
S66x8/63-100,-460.6096488695
S66x8/63-105,-460.6095051262
S66x8/63-110,-460.6090982019
S66x8/63-125,-460.6076401826
S66x8/63-150,-460.606214113
S66x8/63-200,-460.6055507093
S66x8/64-A,-248.1490448077
S66x8/64-B,-78.4262167071
S66x8/64-090,-326.5790245292
S66x8/64-095,-326.5794335467
S66x8/64-100,-326.5793784457
S66x8/64-105,-326.5790745362
S66x8/64-110,-326.5786569995
S66x8/64-125,-326.5773682726
S66x8/64-150,-326.5759991015
S66x8/64-200,-326.57530303
S66x8/65-A,-247.8479917671
S66x8/65-B,-77.1782106514
S66x8/65-090,-325.0337790368
S66x8/65-095,-325.0341095486
S66x8/65-100,-325.034010647
S66x8/65-105,-325.0336580075
S66x8/65-110,-325.0331702079
S66x8/65-125,-325.0315330657
S66x8/65-150,-325.0294973505
S66x8/65-200,-325.027907318
S66x8/66-A,-95.6918234226
S66x8/66-B,-247.8479442073
S66x8/66-090,-343.5446447101
S66x8/66-095,-343.5452640175
S66x8/66-100,-343.5453461953
S66x8/66-105,-343.545110443
S66x8/66-110,-343.5447026149
S66x8/66-125,-343.5432288064
