S66x8/59-150,-1.170
S66x8/59-200,-0.460
S66x8/60-090,-4.280
S66x8/60-095,-4.780
S66x8/60-100,-4.860
S66x8/60-105,-4.690
S66x8/60-110,-4.390
S66x8/60-125,-3.260
S66x8/60-150,-1.770
S66x8/60-200,-0.560
S66x8/61-090,-2.700
S66x8/61-095,-2.900
S66x8/61-100,-2.880
S66x8/61-105,-2.730
S66x8/61-110,-2.520
S66x8/61-125,-1.790
S66x8/61-150,-0.780
S66x8/61-200,-0.170
S66x8/62-090,-3.150
S66x8/62-095,-3.500
S66x8/62-100,-3.510
S66x8/62-105,-3.320
S66x8/62-110,-3.040
S66x8/62-125,-2.120
S66x8/62-150,-1.040
S66x8/62-200,-0.270
S66x8/63-090,-2.730
S66x8/63-095,-3.600
S66x8/63-100,-3.800
S66x8/63-105,-3.650
S66x8/63-110,-3.340
S66x8/63-125,-2.240
S66x8/63-150,-1.020
S66x8/63-200,-0.260
S66x8/64-090,-2.600
S66x8/64-095,-2.950
S66x8/64-100,-2.990
S66x8/64-105,-2.850
S66x8/64-110,-2.630
S66x8/64-125,-1.860
S66x8/64-150,-0.880
S66x8/64-200,-0.190
S66x8/65-090,-3.540
S66x8/65-095,-3.910
S66x8/65-100,-3.990
S66x8/65-105,-3.890
S66x8/65-110,-3.680
S66x8/65-125,-2.840
S66x8/65-150,-1.670
S66x8/65-200,-0.620
S66x8/66-090,-3.450
S66x8/66-095,-3.880
S66x8/66-100,-3.970
S66x8/66-105,-3.850
S66x8/66-110,-3.620
S66x8/66-125,-2.710
S66x8/66-150,-1.500
S66x8/66-200,-0.490
NCIBLIND10/01-1,-0.047
NCIBLIND10/01-2,-1.476
NCIBLIND10/01-3,-0.644
NCIBLIND10/01-4,-0.217
NCIBLIND10/01-5,-0.083
NCIBLIND10/01-6,-0.037
NCIBLIND10/01-7,-0.018
NCIBLIND10/02-1,4.868
NCIBLIND10/02-2,-2.881
NCIBLIND10/02-3,-2.869
NCIBLIND10/02-4,-1.942
NCIBLIND10/02-5,-1.251
NCIBLIND10/02-6,-0.826
NCIBLIND10/02-7,-0.403
NCIBLIND10/02-8,-0.223
NCIBLIND10/02-9,-0.134
NCIBLIND10/03-1,-1.574
NCIBLIND10/03-2,-2.869
NCIBLIND10/03-3,-1.369
NCIBLIND10/03-4,-0.498
NCIBLIND10/03-5,-0.217
NCIBLIND10/03-6,-0.112
NCIBLIND10/03-7,-0.066
NCIBLIND10/04-1,-8.809
NCIBLIND10/04-2,-12.360
NCIBLIND10/04-3,-8.595
NCIBLIND10/04-4,-4.358
NCIBLIND10/04-5,-2.300
NCIBLIND10/04-6,-1.274
NCIBLIND10/04-7,-0.728
NCIBLIND10/04-8,-0.428
NCIBLIND10/05-1,-11.391
NCIBLIND10/05-2,-12.700
NCIBLIND10/05-3,-7.652
NCIBLIND10/05-4,-4.243
NCIBLIND10/05-5,-2.696
NCIBLIND10/05-6,-1.867
NCIBLIND10/06-1,-6.217
NCIBLIND10/06-2,-10.207
NCIBLIND10/06-3,-5.411
NCIBLIND10/06-4,-2.468
NCIBLIND10/06-5,-1.336
NCIBLIND10/06-6,-0.819
NCIBLIND10/06-7,-0.545
NCIBLIND10/07-1,-3.040
NCIBLIND10/07-2,-3.485
NCIBLIND10/07-3,-1.590
NCIBLIND10/07-4,-0.577
NCIBLIND10/07-5,-0.237
NCIBLIND10/07-6,-0.107
NCIBLIND10/08-1,-0.360
NCIBLIND10/08-2,-7.110
NCIBLIND10/08-3,-4.580
NCIBLIND10/08-4,-1.863
NCIBLIND10/08-5,-0.926
NCIBLIND10/08-6,-0.554
NCIBLIND10/08-7,-0.373
NCIBLIND10/09-1,-3.467
NCIBLIND10/09-2,-6.393
NCIBLIND10/09-3,-3.508
NCIBLIND10/09-4,-1.592
NCIBLIND10/09-5,-0.854
NCIBLIND10/09-6,-0.517
NCIBLIND10/09-7,-0.339
NCIBLIND10/10-1,8.162
NCIBLIND10/10-2,-3.168
NCIBLIND10/10-3,-5.049
NCIBLIND10/10-4,-4.424
NCIBLIND10/10-5,-3.399
NCIBLIND10/10-6,-2.067
NCIBLIND10/10-7,-1.292
NCIBLIND10/10-8,-0.854
NCIBLIND10/10-9,-0.594
NCIBLIND10/10-10,-0.431
NCIBLIND10/10-11,-0.324
NCIBLIND10/10-12,-0.250
NCIBLIND10/10-13,-0.197
NCIBLIND10/10-14,-0.158
NCIBLIND10/10-15,-0.129
NCIBLIND10/10-16,-0.107
